Fecha,Archivo Original,Proveedor,Pedido,Estado,Ruta Final
2026-01-26 16:01:11,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag9_RS_TURIA.pdf,RS_TURIA,26008535,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\RsTuria_Albaranes\2026-01-20_26008535_DUPLICADO_bbb4.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag0_HNTOOLS.pdf,HNTOOLS,2600630,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\HnTools_Albaranes\2026-01-26_2600630_DUPLICADO_b3a7.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag1_HNTOOLS.pdf,HNTOOLS,2600847,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\HnTools_Albaranes\2026-01-26_2600847_DUPLICADO_512e.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag2_CBM_IBERICA.pdf,CBM_IBERICA,4953815,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\CBM_Albaranes\2026-01-20_4953815_DUPLICADO_2c18.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag3_CBM_IBERICA.pdf,CBM_IBERICA,4953804,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\CBM_Albaranes\2026-01-20_4953804_DUPLICADO_02b4.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag4_EUROPART.pdf,EUROPART,N/A,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\Revision_Manual\TEMP_Pag4_EUROPART_DUPLICADO_ff0c.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag5_EUROPART.pdf,EUROPART,02AL1318,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\Europart_Albaranes\2026-01-20_02AL1318_DUPLICADO_74a7.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag6_VOLVO_TRUCKS.pdf,VOLVO_TRUCKS,7360166,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\Volvo_Albaranes\2026-01-21_7360166_DUPLICADO_35fb.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag7_VOLVO_TRUCKS.pdf,VOLVO_TRUCKS,7360181,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\Volvo_Albaranes\2026-01-21_7360181_DUPLICADO_4f88.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag8_RS_TURIA.pdf,RS_TURIA,26009170,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\RsTuria_Albaranes\2026-01-21_26009170_DUPLICADO_b9b0.pdf
2026-01-26 16:03:55,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag9_RS_TURIA.pdf,RS_TURIA,26008535,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\RsTuria_Albaranes\2026-01-20_26008535_DUPLICADO_0b6b.pdf
2026-01-26 16:07:21,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag0_HNTOOLS.pdf,HNTOOLS,2600630,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\HnTools_Albaranes\2026-01-26_2600630.pdf
2026-01-26 16:07:21,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag1_HNTOOLS.pdf,HNTOOLS,2600847,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\HnTools_Albaranes\2026-01-26_2600847.pdf
2026-01-26 16:07:21,SVIMPRESION19_ZARAGOZA_OFICINA TECNICA_1395_001.pdf -> TEMP_Pag2_CBM_IBERICA.pdf,CBM_IBERICA,4953815,OK,C:\Users\Marius\PycharmProjects\pdf_classifier_app\data\output\CBM_Albaranes\2026-01-20_4953815.pdf
